,longitude,latitude,usage
W 43 St & 10 Ave,-73.994618,40.760094,106485
W 33 St & 7 Ave,-73.99093085,40.75019995,106483
E 23 St & 1 Ave,-73.978095,40.736502,106120
MacDougal St & Prince St,-74.00297088,40.72710258,105360
6 Ave & W 34 St,-73.98805,40.74964,104861
E 15 St & 3 Ave,-73.986923,40.734232,104603
Mott St & Prince St,-73.99480012,40.72317958,104577
Canal St & Rutgers St,-73.9899,40.714275,104069
E 27 St & 1 Ave,-73.976806,40.739445,103673
9 Ave & W 45 St,-73.991255,40.760193,103291
E 11 St & 2 Ave,-73.986724,40.730473,102927
W 26 St & 8 Ave,-73.997236,40.747348,102456
1 Ave & E 18 St,-73.98054420948029,40.73381219196632,102392
7 Ave & Central Park South,-73.979069,40.766741,100618
W 47 St & 10 Ave,-73.993012,40.762699,100515
W 49 St & 8 Ave,-73.987882,40.762272,100426
E 4 St & 2 Ave,-73.98978,40.726281,98311
10 Ave & W 28 St,-74.001768,40.750664,98068
St Marks Pl & 1 Ave,-73.985649,40.727791,97754
St Marks Pl & 2 Ave,-73.98714,40.728419,97395
E 2 St & Avenue B,-73.983688,40.722174,96898
W 53 St & 10 Ave,-73.990617,40.766697,95987
Barrow St & Hudson St,-74.006744,40.731724,95401
Norfolk St & Broome St,-73.988021,40.717227,95018
Allen St & Stanton St,-73.989111,40.722055,94467
W 31 St & 7 Ave,-73.9916,40.749156,94390
Lafayette St & Jersey St,-73.99565293,40.72456089,94279
W 37 St & 10 Ave,-73.9979009,40.75660359,94193
Cooper Square & Astor Pl,-73.990753,40.729515,93738
E 2 St & Avenue A,-73.985836,40.723077,93593
University Pl & E 8 St,-73.994903,40.731437,92896
E 32 St & Park Ave,-73.981948,40.745712,92790
E 25 St & 2 Ave,-73.979738,40.739126,91703
Allen St & Rivington St,-73.989978,40.720196,91626
W 15 St & 6 Ave,-73.99643,40.738046,91542
W 27 St & 7 Ave,-73.993915,40.746647,91269
6 Ave & Broome St,-74.00473,40.72431,91260
E 16 St & 5 Ave,-73.99239,40.737262,91088
E 11 St & 1 Ave,-73.98426726,40.72953837,90342
Forsyth St & Canal St,-73.994224,40.715816,90232
Washington St & Gansevoort St,-74.008119,40.739323,89992
E 6 St & Avenue B,-73.981854,40.724537,89811
Great Jones St,-73.99379,40.727434,89714
Broadway & W 49 St,-73.984527,40.760683,89421
W 17 St & 8 Ave,-74.001497,40.741776,89402
W 20 St & 7 Ave,-73.997262,40.742388,89322
Allen St & Hester St,-73.991908,40.716059,88781
Broadway & W 41 St,-73.98658,40.755136,88753
W 20 St & 8 Ave,-74.00004,40.743453,88209
E 6 St & Avenue D,-73.976687,40.722281,87905
W 20 St & 11 Ave,-74.007756,40.746745,87755
5 Ave & E 29 St,-73.986831,40.745168,87747
Broadway & W 29 St,-73.988557,40.746201,86555
Vesey Pl & River Terrace,-74.01658354,40.7153379,85904
E 20 St & 2 Ave,-73.98205,40.735877,85597
E 20 St & Park Ave,-73.98752,40.738274,85011
Suffolk St & Stanton St,-73.98518,40.720664,84977
W 25 St & 6 Ave,-73.991449,40.743954,84936
Gansevoort St & Hudson St,-74.00507,40.739448,83909
W 30 St & 10 Ave,-74.002353,40.752694,83895
North Moore St & Greenwich St,-74.010301,40.720195,83797
E 19 St & 3 Ave,-73.984738,40.736245,83647
11 Ave & W 27 St,-74.005226,40.751396,83459
11 Ave & W 59 St,-73.99046,40.771497,82990
Centre St & Chambers St,-74.004607,40.712733,82754
1 Ave & E 5 St,-73.986389,40.725864,82640
1 Ave & E 30 St,-73.975361,40.741444,81588
9 Ave & W 28 St,-73.999234,40.74937,81419
Sullivan St & Washington Sq,-73.999061,40.730477,81304
LaGuardia Pl & W 3 St,-73.998102,40.72917,81014
Perry St & Bleecker St,-74.004831,40.735354,80678
W 50 St & 9 Ave,-73.98918,40.763605,80567
E 2 St & 2 Ave,-73.990697,40.725029,80218
Riverside Blvd & W 67 St,-73.988886,40.777507,80122
W 59 St & 10 Ave,-73.988038,40.770513,79505
W 55 St & 6 Ave,-73.978434,40.763189,78982
Murray St & Greenwich St,-74.011223,40.714852,78526
Mercer St & Bleecker St,-73.996621,40.727064,78132
Henry St & Grand St,-73.981095,40.714211,77824
W 13 St & 7 Ave,-73.999947,40.737815,77752
Bank St & Hudson St,-74.00618,40.736529,77505
Fulton St & Broadway,-74.009447,40.711066,77500
Greenwich St & W Houston St,-74.008591,40.728846,77351
South St & Gouverneur Ln,-74.006702,40.703554,76586
E 33 St & 5 Ave,-73.984907,40.747659,76419
W 34 St & 11 Ave,-74.002116,40.755942,76409
E 12 St & 3 Ave,-73.9889,40.732233,76069
West Thames St,-74.017134,40.708347,75863
W 63 St & Broadway,-73.982614,40.771639,75556
E 20 St & FDR Drive,-73.975739,40.733143,75419
Stanton St & Chrystie St,-73.991475,40.722293,74717
E 47 St & Park Ave,-73.974987,40.755103,74646
Greenwich Ave & Charles St,-74.000271,40.735238,73965
W 46 St & 11 Ave,-73.996674,40.763414,73395
Bank St & Washington St,-74.008592,40.736197,72314
E 39 St & 2 Ave (old),-73.973442,40.747804,71926
E 25 St & 1 Ave,-73.977387,40.738177,71827
W 42 St & 8 Ave,-73.990985,40.75757,71540
Forsyth St & Broome St,-73.992663,40.718939,71491
Washington Pl & 6 Ave,-74.000264,40.732241,70650
Mercer St & Spring St,-73.999496,40.723627,69693
Broadway & Battery Pl,-74.013617,40.704633,69617
E 11 St & Avenue B,-73.979504,40.727464,69328
W 52 St & 11 Ave,-73.993929,40.767272,69095
4 Ave & E 12 St,-73.99011,40.732647,68786
W 45 St & 8 Ave,-73.98859651,40.75929124,68291
W 13 St & 5 Ave,-73.99431,40.735445,68187
Lexington Ave & E 29 St,-73.982154,40.743116,68076
8 Ave & W 38 St,-73.99177,40.75461,67776
MacDougal St & Washington Sq,-73.998522,40.732264,67198
W 11 St & 6 Ave,-73.99800419,40.73532427,66813
E 2 St & Avenue C,-73.98085795,40.7208736,65997
W 42 St & 6 Ave,-73.98455,40.75492,65098
Bayard St & Baxter St,-73.999744,40.716021,64820
W 56 St & 10 Ave,-73.988639,40.768254,64762
E 48 St & 5 Ave,-73.978059,40.757246,64734
Stanton St & Norfolk St,-73.986274,40.720747,64721
Pershing Square South,-73.97791,40.751581,64671
W 64 St & Thelonious Monk Circle,-73.98918695747852,40.77515953434235,64006
W 42 St & Dyer Ave,-73.9938,40.758985,63615
W 15 St & 10 Ave,-74.007474,40.742754,63378
W 40 St & 5 Ave,-73.982079,40.752269,62844
Lispenard St & Broadway,-74.002472,40.719392,62583
South St & Whitehall St,-74.01234218,40.70122128,62533
W 16 St & The High Line,-74.006818,40.743349,62263
Rivington St & Ridge St,-73.983299,40.718502,62145
E 30 St & Park Ave S,-73.983035,40.744449,61572
E 51 St & 2 Ave,-73.967641,40.755293,61492
Cliff St & Fulton St,-74.00495,40.70838,61358
9 Ave & W 18 St,-74.003664,40.743174,61331
W Broadway & Spring St,-74.001659,40.724947,61058
Lexington Ave & E 36 St,-73.978801,40.747574,60451
W 52 St & 6 Ave,-73.97982,40.76133,60332
Cherry St,-73.979481,40.712199,59973
E 53 St & Lexington Ave,-73.970694,40.758281,59958
W 26 St & 10 Ave,-74.00295,40.749718,59493
Broadway & W 53 St,-73.982681,40.763441,59315
Rivington St & Chrystie St,-73.991925,40.721101,58991
Watts St & Greenwich St,-74.00966,40.724055,58891
Howard St & Lafayette St,-73.999733,40.719105,58172
E 51 St & 1 Ave,-73.96593,40.754557,58134
W 54 St & 9 Ave,-73.986905,40.765849,57905
Wall St & South St,-74.00637,40.70437,57807
Washington Pl & Broadway,-73.994046,40.729039,57576
W 18 St & 6 Ave,-73.994564,40.739713,57489
E 9 St & Avenue C,-73.977688,40.725213,57414
1 Ave & E 44 St,-73.969053,40.75002,56803
E 10 St & 5 Ave,-73.995101,40.73332,56362
Pearl St & Hanover Square,-74.00926,40.704718,56313
Pike St & E Broadway,-73.992939,40.714067,56008
E 47 St & 2 Ave,-73.970325,40.753231,54885
Broadway & W  38 St,-73.987216,40.752996,54874
W 37 St & 5 Ave,-73.98338988,40.75038009,54825
Murray St & West St,-74.013012,40.714979,54813
W 35 St & Dyer Ave,-73.997402,40.754692,53941
William St & Pine St,-74.008873,40.707179,53897
E 39 St & 3 Ave,-73.976049,40.748901,53363
W Broadway & W Houston St,-74.000472,40.726378,52702
E 53 St & Madison Ave,-73.974023,40.759711,52604
W 44 St & 5 Ave,-73.980144,40.755003,52357
E 5 St & Avenue C,-73.979955,40.722992,52077
W 38 St & 8 Ave,-73.991382,40.754666,52049
Pike St & Monroe St,-73.99193,40.711731,52045
E 45 St & 3 Ave,-73.972826,40.752554,52019
Avenue C & E 18 St,-73.973984,40.730563,51806
Broadway & W 51 St,-73.983362,40.762288,51607
Madison St & Clinton St,-73.987763,40.71269,51371
Avenue D & E 3 St,-73.97793172,40.72082834,50558
Leonard St & Church St,-74.005549,40.717571,49987
Pearl St & Peck Slip,-74.002751,40.708485,48870
E 43 St & 2 Ave,-73.971214,40.750224,48703
E 16 St & Irving Pl,-73.987974,40.735367,48434
W 45 St & 6 Ave,-73.982912,40.7568,48306
Grand St & Greene St,-74.002381,40.7217,47669
Fulton St & William St,-74.006551,40.709601,46705
Broadway & W 36 St,-73.987654,40.750977,46282
West End Ave & W 60 St,-73.99005,40.77237,46206
Division St & Bowery,-73.996732,40.714193,46202
Hudson St & Reade St,-74.0091059,40.71625008,46040
Maiden Ln & Pearl St,-74.007319,40.707065,45785
Spruce St & Nassau St,-74.005524,40.711464,45614
Liberty St & Broadway,-74.01043382,40.70905623,45449
Perry St & Greenwich Ave,-74.000939,40.735918,45367
E 43 St & 5 Ave,-73.980252,40.754121,44678
6 Ave & Canal St,-74.005664,40.722438,44248
E 48 St & 3 Ave,-73.971879,40.754601,43567
1 Ave & E 39 St,-73.97113,40.74714,42721
Barclay St & Church St,-74.010202,40.712912,42352
Reade St & Broadway,-74.005628,40.714505,42104
Catherine St & Monroe St,-73.996826,40.711174,41920
E 41 St & Madison Ave (SW corner),-73.979922,40.752165,41289
St James Pl & Oliver St,-73.998512,40.713079,41071
Madison St & Montgomery St,-73.984844,40.713126,40565
E 51 St & Lexington Ave,-73.972078,40.757148,40080
E 47 St & 1 Ave,-73.967844,40.752069,39754
Centre St & Worth St,-74.002345,40.714948,39717
Franklin St & W Broadway,-74.006667,40.719116,39548
Avenue D & E 8 St,-73.975767,40.72387,39459
John St & William St,-74.00722156,40.70862144,39063
Columbia St & Rivington St,-73.980166,40.7174,38894
Broadway & W 37 St,-73.987535,40.751726,38465
Stanton St & Mangin St,-73.97628939,40.71782143,38404
Front St & Maiden Ln,-74.006126,40.70531,38062
Bus Slip & State St,-74.013942,40.701907,37028
E 24 St & Park Ave S,-73.986022,40.740964,36950
Delancey St & Eldridge St,-73.991479,40.719383,36597
E 39 St & Lexington Ave,-73.97729203113158,40.7494985460252,35700
Market St & Cherry St,-73.994004,40.710762,35365
W 47 St & 6 Ave,-73.98255,40.758397,33882
Park Pl & Church St,-74.009355,40.713342,33452
Duane St & Greenwich St,-74.010455,40.717488,33010
E 56 St & Madison Ave,-73.972628,40.761573,31338
Amsterdam Ave & W 66 St,-73.984706,40.774667,30618
Water - Whitehall Plaza,-74.012723,40.702551,30199
W 18 St & 9 Ave,-74.003676,40.743534,29801
Bialystoker Pl & Delancey St,-73.982612,40.716226,29203
Broad St & Bridge St,-74.011678,40.703652,27611
South End Ave & Liberty St,-74.015756,40.711512,27017
Harrison St & Hudson St,-74.009001,40.71871,24590
St James Pl & Pearl St,-74.000165,40.711174,24190
W 20 St & 10 Ave,-74.005141,40.745686,23793
Madison Ave & E 26 St,-73.986713,40.742685,23766
W 59 St & West End Ave,-73.990625,40.771771,22470
Pitt St & Stanton St,-73.98178,40.719261,20289
Madison Av & E 51 St,-73.97513,40.75863,19993
W 52 St & 5 Ave,-73.976485,40.759923,19511
Laight St & Hudson St,-74.007718,40.721854,18420
Soissons Landing,-74.014866,40.692317,16967
W 51 St & Rockefeller Plaza,-73.978116,40.759738,16374
W 48 St & Rockefeller Plaza,-73.97960275411606,40.75793646243674,16358
Avenue D & E 12 St,-73.97422494,40.72580614,16260
E 12 St & Ave C,-73.976831,40.727243,15104
8 Ave & W 16 St,-74.001702,40.740983,14885
W 36 St & 9 Ave,-73.995168,40.754623,14843
Avenue D & E 10 St,-73.975158,40.725066,14677
Broadway & W 58 St,-73.981693,40.766953,14456
Yankee Ferry Terminal (old),-74.016966,40.686931,13763
Picnic Point,-74.025353,40.685126,13235
E 44 St & 2 Ave,-73.971387,40.751184,10786
Stuyvesant Walk & 1 Av Loop,-73.978984,40.73234,9486
Greenwich St & Hubert St,-74.010065,40.721319,8747
6 Ave & W 45 St,-73.982631,40.756951,7084
W 51 St & 6 Ave,-73.98042,40.76066,6742
Old Slip & Front St,-74.008387,40.703799,5871
Liberty St & Nassau St,-74.009355,40.708589,5182
Warren St & W Broadway,-74.00910627,40.71473993,4642
Howard St & Centre St,-73.99973337,40.71910537,4154
E 53 St & 3 Ave,-73.969306,40.757632,4103
E 39 St & 2 Ave,-73.9734419,40.74780373,3918
Broadway & W 38 St,-73.98721619,40.75299641,3161
Peck Slip & Front St,-74.00167,40.707873,2499
Pier 40 Dock Station,-74.01198,40.72866,2479
W 35 St & 9 Ave,-73.996089,40.754145,2058
W 54 St & 11 Ave,-73.992573,40.768333,1840
W 44 St & 11 Ave,-73.996975,40.762009,1659
Lexington Ave & E 24 St,-73.984092,40.740259,1546
E 41 St & Madison Ave,-73.97992193698882,40.752165280621966,1540
Yankee Ferry Terminal,-74.016966,40.686931,1532
W 50 St & 10 Ave,-73.991944,40.764734,1489
E 12 St & 4 Av,-73.98974,40.73269,1260
Division St & Bowery (old),-73.997047,40.714131,1251
Ave D & E 8 St,-73.975748,40.723684,1241
Battery Pl & Greenwich St,-74.01507,40.70463,1167
10 Hudson Yards,-74.00264,40.752957,1009
Hudson St & W 13 St,-74.005274,40.740057,920
E 50 St & Park Ave,-73.974235,40.757334,772
Thompson St & Bleecker St,-73.999688,40.728401,762
Spring St & Hudson St,-74.007653,40.72584,518
Old Slip & South St,-74.007868,40.703367,495
W 10 St & Washington St,-74.008515,40.733424,371
Washington St & Barrow St,-74.008769,40.731911,271
Pier 40 X2,-74.011693,40.728487,266
NYCBS DEPOT - DELANCEY,-73.9823305606842,40.71644423134479,118
Kiosk in a box Jersey,-74.011805,40.728483,79
Lab - NYC,-73.996466,40.75404,37
NYCBS Depot - RIS,-73.974724,40.725208,23
Prototype Lab,-73.99646580219269,40.75404038449624,16
NYCBS DEPOT - PITT,-73.983755,40.716878,15
6 Ave & 45 St,-73.982631,40.756951,4
Prototype Lab Motivate Headquarters,-73.99646580219269,40.75404038449624,2
Bike Mechanics at Riis Room B 2,-73.9746862,40.7252258,1
Lafayette St & Jersey St S,-73.99601,40.724305,1
