,longitude,latitude,usage
W 26 St & 8 Ave,-73.99723551,40.74734825,43973
E 23 St & 1 Ave,-73.97809472,40.736502,43914
5 Ave & E 29 St,-73.98683077,40.7451677,43689
E 19 St & 3 Ave,-73.98473765,40.73624527,43668
E 13 St & Avenue A,-73.98057249,40.72955361,43600
E 2 St & Avenue B,-73.98368779,40.72217444,42928
E 39 St & 3 Ave,-73.97604882,40.7489006,42831
E 30 St & Park Ave S,-73.98303529,40.74444921,42730
W 37 St & 10 Ave,-73.9979009,40.75660359,42618
E 40 St & 5 Ave,-73.9816324043,40.752062307,42592
Suffolk St & Stanton St,-73.98517977,40.72066442,42275
Howard St & Centre St,-73.99973337,40.71910537,42225
W 59 St & 10 Ave,-73.988038,40.770513,42091
W 45 St & 8 Ave,-73.98859651,40.75929124,41868
Franklin St & W Broadway,-74.00666661,40.71911552,41836
Greenwich St & N Moore St,-74.01020609,40.72043411,41548
Liberty St & Broadway,-74.01043382,40.70905623,41494
South End Ave & Liberty St,-74.015756,40.711512,41481
Allen St & E Houston St,-73.989111,40.722055,41438
E 16 St & Irving Pl,-73.98758561,40.73524276,41393
E 7 St & Avenue A,-73.98379855,40.72621788,41047
2 Ave & E 58 St,-73.96478473,40.76020258,40933
E 3 St & 1 Ave,-73.98783413,40.72467721,40832
W 31 St & 7 Ave,-73.9916,40.749156,40807
W 16 St & The High Line,-74.00681753,40.74334935,40710
W 51 St & 6 Ave,-73.98042047,40.7606597,40171
W 20 St & 8 Ave,-74.00004031,40.74345335,40057
Washington Pl & Broadway,-73.99404649,40.72903917,39833
W 13 St & 7 Ave,-73.99994661,40.73781509,39711
W 42 St & 8 Ave,-73.99098507,40.7575699,39416
E 6 St & Avenue B,-73.98185424,40.72453734,39315
1 Ave & E 30 St,-73.97536082,40.74144387,39305
E 20 St & 2 Ave,-73.98205027,40.73587678,39207
W 52 St & 11 Ave,-73.99392888,40.76727216,39192
Mercer St & Spring St,-73.99949601,40.72362738,39079
Broadway & Battery Pl,-74.01361706,40.70463334,38736
W 43 St & 6 Ave,-73.98316936,40.75527307,38518
W 13 St & 5 Ave,-73.99453948,40.73543934,38508
Elizabeth St & Hester St,-73.996375,40.71729,38468
E 47 St & Park Ave,-73.97498696,40.75510267,38456
W 11 St & 6 Ave,-73.99800419,40.73532427,38252
E 16 St & 5 Ave,-73.99238967,40.73726186,37973
Forsyth St & Broome St,-73.99266288,40.71893904,37927
Bank St & Hudson St,-74.00618026,40.73652889,37919
Watts St & Greenwich St,-74.00965965,40.72405549,37844
E 15 St & 3 Ave,-73.986923,40.734232,37614
11 Ave & W 27 St,-74.005226,40.751396,37252
Cliff St & Fulton St,-74.00530063,40.70823502,37159
St Marks Pl & 1 Ave,-73.98564945,40.72779126,36984
Broadway & W 55 St,-73.98192338,40.7652654,36969
1 Ave & E 18 St,-73.98024289,40.73416059,36964
Bank St & Washington St,-74.00859207,40.7361967,36231
11 Ave & W 41 St,-73.99884222,40.76030096,36127
Canal St & Rutgers St,-73.98990025,40.71427487,36038
10 Ave & W 28 St,-74.00176802,40.75066386,35798
E 2 St & 2 Ave,-73.99069656,40.72502876,35709
Broadway & W 51 St,-73.98336183,40.76228826,35583
E 9 St & Avenue C,-73.97768752,40.72521311,35486
9 Ave & W 18 St,-74.00366443,40.74317449,35467
W 37 St & 5 Ave,-73.98338988,40.75038009,35066
W 14 St & The High Line,-74.00803013,40.74195138,35006
E 10 St & 5 Ave,-73.99510132,40.73331967,34968
Allen St & Hester St,-73.99190759,40.71605866,34581
W 47 St & 10 Ave,-73.99301222,40.76269882,34473
Warren St & Church St,-74.00910627,40.71473993,34034
E 51 St & Lexington Ave,-73.97207836,40.75714758,33773
W 45 St & 6 Ave,-73.98291153,40.7568001,33666
Washington Pl & 6 Ave,-74.00026394,40.73224119,33568
Stanton St & Chrystie St,-73.99147535,40.72229346,33445
Bayard St & Baxter St,-73.99974372,40.71602118,33320
MacDougal St & Washington Sq,-73.99852205,40.73226398,33302
South St & Gouverneur Ln,-74.00670227,40.70355377,33230
Maiden Ln & Pearl St,-74.00731853,40.70706456,33145
E 11 St & Broadway,-73.99158043,40.73261787,32870
W 29 St & 9 Ave,-73.99839279,40.7500727,32697
E 20 St & FDR Drive,-73.97573881,40.73314259,32603
FDR Drive & E 35 St,-73.97121214,40.744219,32552
E 33 St & 1 Ave,-73.97434726,40.74315566,32067
Greenwich Ave & Charles St,-74.000271,40.735238,32061
E 14 St & Avenue B,-73.97772429,40.72938685,31935
E 53 St & Madison Ave,-73.97402311,40.7597108,31770
E 53 St & Lexington Ave,-73.97069431,40.75828065,31547
Perry St & Bleecker St,-74.00483091,40.73535398,31123
Lispenard St & Broadway,-74.00247214,40.71939226,31045
W 52 St & 5 Ave,-73.97648516,40.75992262,31038
Rivington St & Chrystie St,-73.9919254,40.72110063,30736
E 47 St & 2 Ave,-73.97032517,40.75323098,30566
W 44 St & 5 Ave,-73.98014437,40.75500254,30183
Park Pl & Church St,-74.00937622,40.71336124,30113
6 Ave & Canal St,-74.00566443,40.72243797,30086
Pearl St & Hanover Square,-74.00926027,40.7047177,29872
W 46 St & 11 Ave,-73.99667444,40.76341379,29799
Clinton St & Grand St,-73.9870295,40.71559509,29722
Murray St & West St,-74.013012,40.7149787,29643
Centre St & Worth St,-74.00234482,40.71494807,29535
Hudson St & Reade St,-74.0091059,40.71625008,29129
E 25 St & 1 Ave,-73.97738662,40.7381765,28557
DeKalb Ave & Hudson Ave,-73.981013,40.689888,28480
Forsyth St & Canal St,-73.99422366,40.7158155,28153
Norfolk St & Broome St,-73.98802084,40.7172274,27894
Spruce St & Nassau St,-74.00552427,40.71146364,27881
W 56 St & 10 Ave,-73.988639,40.768254,27874
E 45 St & 3 Ave,-73.97282625,40.75255434,27817
State St,-74.01427023,40.70251526,27795
Grand St & Greene St,-74.00234737,40.72165481,27622
1 Ave & E 44 St,-73.96905301,40.75001986,27587
Metropolitan Ave & Bedford Ave,-73.96024116,40.71534825,27513
E 48 St & 3 Ave,-73.971878855,40.7546011026,27345
W 53 St & 10 Ave,-73.99061728,40.76669671,27224
Shevchenko Pl & E 6 St,-73.990214,40.728145,27153
E 56 St & 3 Ave,-73.96759673,40.75934501,26803
Fulton St & William St,-74.00653609,40.70955958,26784
Church St & Leonard St,-74.00583475,40.71743998,26599
William St & Pine St,-74.00887308,40.70717936,26283
W 52 St & 9 Ave,-73.98789473,40.76461837,26239
Division St & Bowery,-73.9970468,40.71413089,26226
Reade St & Broadway,-74.00562789,40.71450451,26188
Front St & Maiden Ln,-74.00612572,40.70530954,25885
E 33 St & 5 Ave,-73.98490707,40.74765947,25878
Front St & Washington St,-73.98940236,40.70255088,25435
Broadway & W 36 St,-73.98765428,40.75097711,25425
John St & William St,-74.00722156,40.70862144,25163
Duane St & Greenwich St,-74.0104554,40.71748752,25144
Broadway & W 39 St,-73.98721619,40.75299641,24633
W 49 St & 5 Ave,-73.97787642,40.75795248,24495
E 2 St & Avenue C,-73.98085795,40.7208736,24461
E 51 St & 1 Ave,-73.96592976,40.75455731,24315
6 Ave & Broome St,-74.004704,40.724399,24002
York St & Jay St,-73.98656928,40.7014851,23970
S 5 Pl & S 4 St,-73.960876,40.710451,23778
State St & Smith St,-73.98912867,40.68926942,23327
E 37 St & Lexington Ave,-73.978311,40.748238,23179
E 20 St & Park Ave,-73.98751968,40.73827428,22982
South St & Whitehall St,-74.01234218,40.70122128,22777
Ashland Pl & Hanson Pl,-73.97805813,40.68528172,22718
W 54 St & 9 Ave,-73.98690506,40.76584941,22650
Fulton St & Rockwell Pl,-73.978474,40.687979,22628
Broadway & W 37 St,-73.98753523,40.75172632,22580
Wythe Ave & Metropolitan Ave,-73.963198,40.716887,22267
E 56 St & Madison Ave,-73.972924,40.761628,22075
Joralemon St & Adams St,-73.98963911,40.69246277,22048
Clark St & Henry St,-73.99344559,40.69760127,21873
Little West St & 1 Pl,-74.01677685,40.70569254,21484
E 55 St & 2 Ave,-73.96603308,40.75797322,21397
Atlantic Ave & Fort Greene Pl,-73.97632328,40.68382604,21357
St James Pl & Oliver St,-73.99851193,40.71307916,21313
Dean St & 4 Ave,-73.97895137,40.68312489,21169
Old Fulton St,-73.99383605,40.70277159,21082
W 34 St & 11 Ave,-74.0021163,40.75594159,21078
Henry St & Atlantic Ave,-73.99612349,40.69089272,20650
Harrison St & Hudson St,-74.0090009,40.71870987,20641
E 5 St & Avenue C,-73.97995466,40.72299208,20545
Old Slip & Front St,-74.00838676,40.7037992,20226
E 27 St & 1 Ave,-73.976806,40.739445,20203
Rivington St & Ridge St,-73.98329859,40.71850211,19878
Lafayette St & Jersey St,-73.99565293,40.72456089,19712
Water - Whitehall Plaza,-74.0127234,40.70255065,19277
E 59 St & Sutton Pl,-73.95920622,40.75849116,19211
Hicks St & Montague St,-73.99595065,40.69512845,18527
Bialystoker Pl & Delancey St,-73.98261206,40.71622644,18082
Pike St & E Broadway,-73.99293911,40.71406667,17746
Columbia St & Rivington St,-73.98016555,40.71739973,17516
Atlantic Ave & Furman St,-73.9999786,40.69165183,17378
Clinton Ave & Myrtle Ave,-73.968896,40.693261,16690
E 47 St & 1 Ave,-73.96784384,40.75206862,16687
E 52 St & 2 Ave,-73.967416,40.756014,16449
Pearl St & Anchorage Pl,-73.98765762,40.70281858,16416
E 43 St & 2 Ave,-73.97121414,40.75022392,16377
Henry St & Grand St,-73.981346,40.714215,16198
Madison St & Montgomery St,-73.984844,40.713126,16109
Cherry St,-73.97948148,40.71219906,15832
Clinton St & Tillary St,-73.991218,40.696192,14967
E 55 St & Lexington Ave,-73.97031366,40.75968085,14928
Madison St & Clinton St,-73.98776323,40.71269042,14746
E 6 St & Avenue D,-73.97668709,40.72228087,14744
Broad St & Bridge St,-74.01167797,40.70365182,14688
Market St & Cherry St,-73.99400398,40.71076228,14536
St James Pl & Pearl St,-74.00016545,40.71117416,14513
Stanton St & Mangin St,-73.97628939,40.71782143,14435
Bond St & Schermerhorn St,-73.98410637,40.68807003,14060
Adelphi St & Myrtle Ave,-73.97178913,40.69308257,13519
Catherine St & Monroe St,-73.99682619,40.71117444,13469
Pike St & Monroe St,-73.99193043,40.71173107,13364
Johnson St & Gold St,-73.98362464,40.69474881,13125
Cumberland St & Lafayette Ave,-73.97265183,40.68753406,12969
Cadman Plaza E & Tillary St,-73.99014892,40.69597683,12953
Lafayette Ave & Fort Greene Pl,-73.976682,40.68691865,12890
Grand St & Havemeyer St,-73.95698119,40.71286844,12865
S 3 St & Bedford Ave,-73.96264403,40.71260486,12330
Avenue D & E 3 St,-73.97793172,40.72082834,12193
Clinton St & Joralemon St,-73.99337909,40.69239502,11605
Fulton St & Waverly Ave,-73.9659641,40.68317813,11456
Laight St & Hudson St,-74.00771779,40.72185379,11428
Montague St & Clinton St,-73.99215922,40.69424674,11248
S 4 St & Wythe Ave,-73.96590294,40.71285887,11110
Willoughby St & Fleet St,-73.9813018,40.69196566,10754
Willoughby Ave & Hall St,-73.96536851,40.69196035,10748
Avenue D & E 8 St,-73.97574813,40.72368361,10671
Broadway & Berry St,-73.96525063,40.71044554,10558
Jay St & Tech Pl,-73.987167,40.695065,10168
Washington Ave & Park Ave,-73.96751037,40.69610226,10007
DeKalb Ave & S Portland Ave,-73.97493121,40.68981035,9829
Pitt St & Stanton St,-73.98178024,40.71926081,9367
DeKalb Ave & Vanderbilt Ave,-73.96885458,40.68940747,9358
Lefferts Pl & Franklin Ave,-73.9557689392,40.680342423,9058
Front St & Gold St,-73.982578,40.70224,9027
Fulton St & Grand Ave,-73.9614583,40.68223166,8804
Washington Park,-73.97372989,40.69178232,8692
Carlton Ave & Park Ave,-73.97355569,40.69580705,8662
Clermont Ave & Lafayette Ave,-73.96968902,40.68764484,8398
8 Ave & W 31 St N,-73.99444207549095,40.75096734871598,8343
Columbia Heights & Cranberry St,-73.99548059,40.70037867,8328
Duffield St & Willoughby St,-73.9842844,40.69221589,8251
Emerson Pl & Myrtle Ave,-73.96223558,40.69363137,7754
Flushing Ave & Carlton Ave,-73.97350332,40.69788349,7749
Lafayette Ave & Classon Ave,-73.96023854,40.68900443,7680
Kent Ave & S 11 St,-73.96834101,40.70827295,7598
Willoughby Ave & Walworth St,-73.95381995,40.69331716,7489
Lafayette Ave & St James Pl,-73.9647628,40.68851534,7393
Henry St & Poplar St,-73.991454,40.700469,7196
S Portland Ave & Hanson Pl,-73.97431458,40.68539567,6955
Lexington Ave & Classon Ave,-73.95928168,40.68676793,6952
Pershing Square North,-73.977706,40.751873,6919
E 24 St & Park Ave S,-73.98602213,40.74096374,6788
Macon St & Nostrand Ave,-73.9500479759,40.6809833854,6778
Broadway & W 56 St,-73.98192338,40.7652654,6498
Avenue D & E 12 St,-73.97422494,40.72580614,6276
Concord St & Bridge St,-73.98476437,40.69766564,6260
Washington Ave & Greene Ave,-73.96563307,40.68650065,6250
Clinton Ave & Flushing Ave,-73.96986848,40.69794,5972
Fulton St & Clermont Ave,-73.96922273,40.68415748,5944
3 Ave & Schermerhorn St,-73.9796772,40.68683208,5893
Bus Slip & State St,-74.013942,40.701907,5784
Greenwich St & W Houston St,-74.008591,40.728846,5745
Gallatin Pl & Livingston St,-73.98707105,40.69028437,5572
Monroe St & Bedford Ave,-73.95380904,40.6851443,5505
Nassau St & Navy St,-73.98068914,40.69839895,5408
Pershing Square South,-73.97791,40.751581,5222
Greenwich St & North Moore St,-74.01036500930786,40.72015227023285,5152
Clermont Ave & Park Ave,-73.97129668,40.69573398,4860
Mercer St & Bleecker St S,-73.99695094,40.72679454,4830
Sands St & Gold St,-73.98271933,40.69986937,4759
11 Ave & W 59 St,-73.990541,40.771522,4669
Hancock St & Bedford Ave,-73.95399026,40.68216564,4662
1 Ave & E 16 St,-73.98165557,40.73221853,4577
DeKalb Ave & Skillman St,-73.95643107,40.6906495,4537
E 15 St & Irving Pl,-73.98758561,40.73524276,4431
Cadman Plaza West & Montague St,-73.990539,40.69383,4409
Myrtle Ave & St Edwards St,-73.97703874,40.69327018,4100
Allen St & Stanton St,-73.989111,40.722055,4071
S 5 Pl & S 5 St,-73.960876,40.710451,4067
Lexington Ave & E 29 St,-73.98215353488922,40.74311555376486,3893
W 45 St & 6 Ave (1),-73.98291153,40.7568001,3774
Monroe St & Classon Ave,-73.95881081,40.6845683,3752
Franklin Ave & Myrtle Ave,-73.958089,40.694528,3515
Bedford Ave & S 9th St,-73.96408963,40.70853074,3463
Fulton St & Broadway,-74.009447,40.711066,3324
Cadman Plaza E & Red Cross Pl,-73.98971773,40.69991755,3278
Lafayette St & Jersey St N,-73.99565293,40.72456089,3230
Broadway & W 38 St,-73.98721619,40.75299641,3052
E 33 St & 2 Ave,-73.976056,40.744023,3047
Hanover Pl & Livingston St,-73.98263429,40.68864636,3032
Leonard St & Church St,-74.005549,40.717571,2811
E 48 St & Madison Ave,-73.976684,40.75666,2692
Cadman Plaza W & Pierrepont St,-73.99052739143372,40.69475701363877,2404
Park Ave & St Edwards St,-73.97803415,40.69608941,2370
7 Ave & Farragut St,-73.97332996,40.69892054,2055
E 60 St & York Ave,-73.959223,40.759107,2017
Fulton St & Washington Ave,-73.964915,40.683048,1737
Railroad Ave & Kay Ave,-73.97100056,40.70531194,1673
NYCBS Depot - FAR,-73.996764,40.751483,1553
Carlton Ave & Flushing Ave,-73.973736,40.697787,1276
Shevchenko Pl & E 7 St,-73.990214,40.728145,1260
Peck Slip & Front St,-74.00167,40.707873,794
NYCBS Depot - SSP,-74.01651,40.646768,771
NYCBS Depot - DEL,-73.981933,40.716633,678
Bedford Ave & S 9 St,-73.96408963,40.70853074,562
3969.TEMP (Bike The Branches - Central Branch),-73.959114,40.722852,413
NYCBS Test,-74.01597,40.6466068,367
Sands St & Navy St,-73.979927,40.699773,309
MLSWKiosk,-73.986536,40.755467,4
